앞글자,뒷글자,빈도
향,훈,1
팝,나,18
팝,<EOS>,17
팝,송,1
팝,업,1
팝,콘,1
천,선,13
천,<EOS>,1406
천,자,50
천,공,46
천,은,8
천,지,109
천,문,101
천,만,51
천,렵,6
천,성,34
천,갑,2
천,어,5
천,정,40
천,도,17
천,사,50
천,막,11
천,대,12
천,이,25
천,장,74
천,리,79
천,릭,5
천,근,5
천,동,13
천,애,6
천,위,7
천,불,14
천,변,11
천,체,34
천,연,97
천,련,4
천,녀,7
천,권,3
천,식,23
천,관,7
천,료,5
천,흡,1
천,용,2
천,신,26
천,척,3
천,세,14
천,극,7
천,계,7
천,하,92
천,창,5
천,과,4
천,외,3
천,수,33
천,일,26
천,택,3
천,등,2
천,주,31
천,축,14
천,남,9
천,명,20
천,첩,6
천,법,2
천,화,12
천,안,13
천,봉,9
천,황,6
천,청,9
천,조,8
천,피,1
천,구,12
천,우,10
천,팔,4
천,경,5
천,가,6
천,적,10
천,터,1
천,개,7
천,갱,1
천,굴,2
천,박,4
천,발,4
천,채,2
천,캐,1
천,검,1
천,년,13
천,둥,9
천,령,4
천,석,10
천,판,3
천,추,20
천,부,24
천,홍,2
천,행,11
천,다,3
천,트,3
천,욕,1
천,국,8
천,류,3
천,제,6
천,매,5
천,상,28
천,새,2
천,평,7
천,칭,19
천,군,16
천,난,2
천,양,12
천,궁,8
천,손,2
천,재,13
천,광,5
천,헌,2
천,후,9
천,총,3
천,칠,1
천,노,3
천,민,5
천,금,35
천,뢰,2
천,측,10
천,왕,13
천,태,20
천,당,3
천,비,3
천,초,10
천,스,2
천,기,8
천,륙,2
천,흥,1
천,밤,1
천,포,3
천,역,5
천,입,4
천,간,2
천,옹,1
천,통,3
천,마,16
천,득,1
천,여,4
천,몰,2
천,월,2
천,려,7
천,전,3
천,존,3
천,강,6
천,면,1
천,혈,2
천,목,3
천,순,2
천,보,8
천,착,5
천,풀,1
천,편,5
천,균,3
천,언,5
천,배,3
천,작,8
천,익,2
천,실,2
천,백,6
천,원,8
천,번,2
천,서,4
천,량,2
천,로,4
천,각,1
천,갈,1
천,감,3
천,객,3
천,거,5
천,겁,1
천,격,3
천,견,2
천,결,2
천,고,10
천,곡,2
천,골,2
천,곽,1
천,교,2
천,궐,1
천,귀,1
천,급,1
천,길,1
천,끓,1
천,나,1
천,날,1
천,낳,2
천,내,3
천,념,1
천,니,1
천,단,3
천,달,3
천,담,1
천,답,2
천,더,1
천,덕,9
천,덩,7
천,데,1
천,두,4
천,따,1
천,떼,1
천,라,2
천,락,3
천,람,3
천,랑,3
천,래,1
천,력,2
천,례,1
천,록,5
천,룡,3
천,루,2
천,륜,2
천,릉,3
천,말,2
천,망,5
천,맥,1
천,모,2
천,묘,3
천,무,7
천,물,2
천,미,2
천,밀,1
천,바,1
천,반,4
천,방,4
천,벌,1
천,병,2
천,복,3
천,분,3
천,좌,4
천,붕,8
천,빈,2
천,빙,2
천,산,12
천,살,4
천,색,3
천,생,10
천,설,1
천,섬,1
천,소,2
천,속,2
천,솔,1
천,숫,1
천,승,7
천,시,7
천,심,1
천,쌍,1
천,아,7
천,악,1
천,알,1
천,암,3
천,앙,1
천,앵,1
천,야,2
천,약,2
천,엄,1
천,업,2
천,에,1
천,열,3
천,염,1
천,엽,4
천,예,2
천,오,2
천,옥,1
천,와,3
천,요,1
천,운,1
천,웅,1
천,유,3
천,윤,1
천,음,6
천,읍,2
천,의,9
천,인,19
천,임,2
천,잠,6
천,잡,2
천,저,2
천,점,1
천,족,1
천,종,7
천,좍,2
천,중,8
천,직,2
천,진,14
천,질,1
천,집,1
천,징,1
천,짜,1
천,쪼,1
천,찌,2
천,차,4
천,참,3
천,책,1
천,천,6
천,히,2
천,촉,4
천,촌,1
천,춘,2
천,출,1
천,충,1
천,취,2
천,층,1
천,치,1
천,칙,1
천,침,2
천,탄,1
천,탈,2
천,토,2
천,퇴,1
천,파,1
천,패,1
천,폐,1
천,폭,1
천,표,1
천,품,1
천,풍,1
천,필,3
천,학,4
천,한,3
천,해,12
천,향,3
천,허,2
천,헐,1
천,험,3
천,현,2
천,협,2
천,형,1
천,혜,1
천,호,6
천,혼,2
천,환,2
천,회,3
천,횡,2
천,효,1
천,휴,1
천,흉,1
천,흑,1
천,희,3
천,능,1
천,걸,1
갱,이,128
갱,도,31
갱,<EOS>,106
갱,가,2
갱,개,1
갱,갱,1
갱,건,1
갱,게,1
갱,고,2
갱,골,1
갱,구,3
갱,굴,2
갱,권,3
갱,규,1
갱,기,9
갱,꺼,1
갱,끼,1
갱,내,11
갱,년,4
갱,독,2
갱,동,1
갱,두,1
갱,로,1
갱,론,2
갱,륙,2
갱,립,1
갱,막,1
갱,목,2
갱,무,6
갱,문,2
갱,미,2
갱,반,2
갱,발,2
갱,봉,2
갱,부,1
갱,사,1
갱,살,2
갱,생,13
갱,선,3
갱,소,3
갱,수,2
갱,신,13
갱,실,1
갱,심,1
갱,아,1
갱,언,1
갱,연,3
갱,외,2
갱,운,2
갱,위,2
갱,유,5
갱,의,1
갱,장,5
갱,재,4
갱,정,1
갱,죽,1
갱,즙,1
갱,지,2
갱,진,2
갱,질,5
갱,짜,1
갱,차,1
갱,참,1
갱,초,2
갱,충,4
갱,취,1
갱,탕,1
갱,판,1
갱,편,1
갱,품,2
갱,핏,1
갱,함,1
갱,헌,1
갱,화,1
갱,환,2
갱,히,1
갱,깨,1
갱,공,1
갱,되,1
갱,하,1
갱,빌,1
갱,노,1
갱,잇,2
뼈,<EOS>,298
뼈,마,9
뼈,곁,1
뼈,벌,26
뼈,채,3
뼈,다,4
뼈,대,9
뼈,물,5
뼈,신,2
뼈,밑,1
뼈,굴,3
뼈,힘,2
뼈,결,1
뼈,동,2
뼈,아,1
뼈,술,1
뼈,약,1
뼈,고,2
뼈,공,1
뼈,글,1
뼈,깡,1
뼈,끌,1
뼈,끝,3
뼈,도,1
뼈,되,2
뼈,들,2
뼈,막,3
뼈,부,3
뼈,비,1
뼈,뿔,2
뼈,살,1
뼈,세,2
뼈,속,1
뼈,숯,1
뼈,어,1
뼈,엉,1
뼈,작,1
뼈,재,1
뼈,접,1
뼈,줄,1
뼈,지,1
뼈,질,1
뼈,쪼,1
뼈,파,1
뼈,학,1
뼈,혹,1
뼈,활,1
뼈,연,1
줄,<EOS>,790
줄,돌,2
줄,눈,11
줄,무,25
줄,용,1
줄,기,125
줄,상,2
줄,울,1
줄,이,10
줄,꼬,5
줄,나,21
줄,섭,2
줄,애,3
줄,입,1
줄,희,2
줄,혹,1
줄,비,4
줄,공,3
줄,고,10
줄,멩,1
줄,매,3
줄,쌀,1
줄,말,2
줄,주,3
줄,채,3
줄,박,5
줄,밤,1
줄,러,8
줄,누,1
줄,뼈,2
줄,개,3
줄,갱,3
줄,랭,1
줄,치,2
줄,구,7
줄,절,1
줄,걷,1
줄,당,7
줄,보,3
줄,칸,1
줄,벼,1
줄,점,5
줄,조,4
줄,돼,2
줄,작,4
줄,골,1
줄,다,6
줄,계,2
줄,갈,2
줄,멈,1
줄,거,8
줄,레,7
줄,임,16
줄,노,2
줄,삭,2
줄,식,1
줄,경,3
줄,쥐,1
줄,홍,1
줄,운,1
줄,악,3
줄,리,9
줄,링,1
줄,통,2
줄,대,6
줄,칼,3
줄,반,1
줄,명,2
줄,감,1
줄,뜨,1
줄,띠,1
줄,설,1
줄,잇,1
줄,전,5
줄,타,6
줄,모,1
줄,음,9
줄,배,3
줄,하,5
줄,라,1
줄,푸,1
줄,된,1
줄,딱,3
줄,왕,2
줄,짜,1
줄,랑,1
줄,잡,2
줄,멸,3
줄,도,3
줄,변,3
줄,군,1
줄,날,3
줄,수,2
줄,토,1
줄,락,1
줄,바,4
줄,벌,3
줄,생,1
줄,아,1
줄,가,5
줄,미,1
줄,렁,17
줄,우,1
줄,먹,6
줄,멍,7
줄,묵,2
줄,뭉,3
줄,각,1
줄,표,2
줄,강,1
줄,걱,1
줄,걸,1
줄,검,1
줄,겡,1
줄,곧,1
줄,곰,1
줄,광,1
줄,금,9
줄,김,1
줄,깃,6
줄,끔,8
줄,난,1
줄,납,1
줄,넘,1
줄,느,4
줄,늘,2
줄,달,5
줄,동,2
줄,뒤,1
줄,떼,2
줄,뚝,1
줄,록,1
줄,루,10
줄,룩,6
줄,망,2
줄,밑,1
줄,뱅,1
줄,버,1
줄,복,1
줄,뿌,1
줄,사,2
줄,소,1
줄,속,1
줄,쇠,1
줄,심,1
줄,씹,1
줄,알,1
줄,어,2
줄,연,1
줄,욕,1
줄,의,2
줄,인,5
줄,장,2
줄,재,2
줄,종,1
줄,줄,4
줄,질,1
줄,짱,1
줄,참,1
줄,창,2
줄,청,1
줄,총,1
줄,탄,1
줄,털,1
줄,판,2
줄,팔,2
줄,패,1
줄,포,1
줄,폭,1
줄,풀,1
줄,풍,2
줄,행,1
줄,호,2
줄,홈,1
줄,막,2
줄,자,1
줄,꽃,2
줄,뾰,2
줄,범,1
줄,서,1
줄,긋,1
줄,집,1
줄,제,2
줄,그,2
줄,때,2
줄,근,4
줄,깜,1
줄,돔,1
줄,베,1
줄,휘,2
줄,깡,1
줄,따,1
줄,은,1
줄,황,1
짝,지,19
짝,<EOS>,384
짝,가,2
짝,하,30
짝,거,12
짝,대,13
짝,씨,4
짝,굽,1
짝,바,6
짝,살,2
짝,까,2
짝,깔,1
짝,깜,1
짝,꼴,1
짝,꼼,1
짝,달,4
짝,없,1
짝,나,2
짝,날,1
짝,이,6
짝,선,1
짝,따,1
짝,돌,1
짝,차,1
짝,고,1
짝,멀,2
짝,골,1
짝,반,1
짝,세,1
짝,채,1
짝,천,1
짝,발,1
짝,빤,1
짝,빨,2
짝,공,1
짝,꿍,2
짝,문,2
짝,소,2
짝,래,1
짝,아,1
짝,오,1
짝,옴,1
짝,와,1
짝,생,1
짝,손,1
짝,댕,2
짝,질,2
짝,갈,1
짝,과,1
짝,구,1
짝,눈,1
짝,다,1
짝,동,1
짝,두,1
짝,때,1
짝,명,1
짝,배,1
짝,사,1
짝,수,7
짝,숫,1
짝,시,1
짝,자,13
짝,장,3
짝,진,5
짝,짐,1
짝,짓,1
짝,짜,8
짝,짝,8
짝,신,1
짝,에,1
짝,짱,1
짝,째,2
짝,친,1
짝,태,1
짝,퉁,1
짝,패,1
짝,홀,2
짝,꼬,1
짝,콜,2
짝,파,2
짝,팔,1
짝,포,2
짝,폴,1
짝,할,1
짝,해,3
짝,성,1
짝,화,2
털,양,4
털,벌,38
털,나,2
털,<EOS>,404
털,이,18
털,빗,3
털,들,2
털,갈,5
털,파,4
털,종,4
털,진,15
털,보,8
털,제,2
털,깍,2
털,둥,2
털,모,2
털,붙,1
털,청,1
털,베,1
털,원,1
털,기,14
털,물,3
털,너,1
털,다,9
털,버,17
털,지,2
털,딱,5
털,똥,1
털,술,1
털,개,3
털,회,1
털,미,1
털,싸,3
털,터,3
털,멍,1
털,갯,1
털,라,1
털,리,7
털,외,1
털,무,1
털,쥐,3
털,가,5
털,구,3
털,니,1
털,서,2
털,하,1
털,골,3
털,풀,1
털,실,5
털,염,1
털,주,2
털,률,1
털,링,6
털,털,17
털,아,1
털,루,5
털,섭,3
털,붓,1
털,닛,1
털,감,2
털,갗,1
털,거,16
털,걱,9
털,겅,9
털,겟,1
털,귀,1
털,그,1
털,긁,1
털,끈,1
털,낚,1
털,내,2
털,낸,2
털,노,1
털,대,1
털,두,2
털,람,1
털,량,1
털,러,2
털,럭,8
털,렁,8
털,레,4
털,많,1
털,말,2
털,먹,1
털,묶,1
털,바,2
털,발,4
털,벅,9
털,벗,1
털,벙,9
털,별,1
털,부,2
털,비,1
털,빠,1
털,빼,1
털,뽑,2
털,사,1
털,산,1
털,상,1
털,새,1
털,석,2
털,세,3
털,숭,2
털,슈,1
털,신,1
털,심,1
털,써,10
털,썩,9
털,쎄,1
털,씻,1
털,어,3
털,여,2
털,옻,1
털,우,2
털,잎,4
털,잡,1
털,젖,1
털,줄,1
털,집,1
털,짝,1
털,촉,1
털,치,1
털,커,16
털,컥,9
털,컹,9
털,코,1
털,태,1
털,걸,1
털,스,1
털,퍼,8
털,풍,1
털,피,1
털,뱅,1
양,<EOS>,2051
양,식,108
양,생,26
양,계,12
양,근,1
양,자,82
양,함,3
양,권,5
양,각,22
양,념,21
양,지,78
양,액,5
양,반,50
양,태,23
양,단,24
양,학,8
양,버,2
양,귀,7
양,기,28
양,설,5
양,시,7
양,성,94
양,망,8
양,이,60
양,새,1
양,가,11
양,토,10
양,법,24
양,광,9
양,왕,2
양,종,6
양,증,9
양,염,3
양,치,13
양,력,16
양,목,15
양,잇,1
양,사,18
양,선,9
양,속,4
양,고,6
양,공,7
양,수,47
양,업,2
양,꽃,12
양,허,5
양,체,13
양,륙,7
양,소,21
양,개,3
양,론,3
양,마,7
양,원,10
양,용,15
양,장,18
양,방,2
양,피,5
양,곡,8
양,면,21
양,부,11
양,갈,2
양,나,2
양,대,8
양,로,10
양,바,4
양,쇠,2
양,통,4
양,살,2
양,풀,1
양,도,35
양,별,1
양,잎,1
양,정,7
양,청,8
양,산,29
양,본,3
양,의,13
양,난,7
양,어,29
양,상,18
양,행,5
양,깊,1
양,배,8
양,빙,3
양,만,4
양,주,20
양,극,37
양,스,2
양,하,13
양,화,26
양,복,20
양,형,6
양,국,6
양,섬,3
양,저,4
양,휴,1
양,판,6
양,중,5
양,말,15
양,리,2
양,전,19
양,눈,1
양,등,3
양,안,11
양,적,9
양,진,7
양,탯,2
양,되,4
양,양,20
양,모,18
양,풍,7
양,탁,1
양,순,5
양,위,6
양,호,28
양,묘,8
양,명,17
양,조,18
양,푼,4
양,질,6
양,글,3
양,깎,1
양,다,3
양,닮,1
양,세,6
양,후,2
양,아,3
양,제,9
양,막,8
양,무,10
양,구,15
양,당,5
양,요,5
양,족,6
양,땅,1
양,심,11
양,거,9
양,삐,2
양,좌,3
양,뿔,2
양,경,4
양,병,3
양,동,8
양,박,4
양,승,5
양,앞,1
양,갑,1
양,두,11
양,좀,1
양,습,3
양,능,3
양,립,6
양,몰,2
양,강,5
양,겹,1
양,곁,2
양,림,1
양,역,6
양,군,5
양,루,1
양,간,5
양,감,3
양,갓,1
양,객,2
양,갱,1
양,건,6
양,걸,1
양,검,2
양,격,1
양,견,3
양,결,2
양,곤,2
양,골,4
양,과,2
양,관,4
양,괄,2
양,괘,1
양,교,2
양,궁,5
양,궐,1
양,규,1
양,귤,1
양,그,1
양,금,7
양,급,2
양,끝,1
양,날,1
양,남,1
양,냥,11
양,녀,2
양,년,4
양,녕,1
양,노,3
양,농,1
양,달,6
양,답,1
양,덕,10
양,독,2
양,돈,5
양,드,1
양,득,4
양,떼,1
양,락,1
양,란,2
양,람,1
양,례,1
양,록,1
양,롱,2
양,료,3
양,류,7
양,륜,1
양,률,1
양,릉,1
양,매,4
양,맥,1
양,몌,2
양,묵,1
양,문,2
양,물,3
양,미,6
양,민,3
양,밀,2
양,발,2
양,백,1
양,밸,1
양,벌,3
양,범,2
양,벗,3
양,벽,1
양,변,2
양,보,4
양,볼,2
양,봉,12
양,분,10
양,붕,1
양,비,7
양,빈,1
양,삭,2
양,삼,4
양,색,4
양,서,9
양,석,3
양,손,3
양,송,3
양,술,2
양,신,6
양,실,6
양,십,1
양,씬,1
양,악,5
양,암,2
양,애,1
양,야,1
양,약,7
양,언,2
양,여,3
양,연,2
양,열,8
양,엽,1
양,오,1
양,옥,5
양,온,1
양,옹,1
양,와,1
양,외,3
양,우,3
양,욱,1
양,웅,2
양,월,1
양,유,6
양,육,13
양,융,1
양,은,3
양,음,1
양,응,4
양,익,2
양,인,4
양,일,7
양,입,4
양,작,1
양,잠,6
양,재,6
양,절,3
양,점,1
양,접,2
양,존,2
양,죽,1
양,쥐,1
양,즙,1
양,직,3
양,징,1
양,쪽,11
양,쯔,2
양,찌,1
양,차,1
양,착,3
양,찬,1
양,찰,2
양,창,1
양,채,1
양,책,1
양,처,5
양,척,2
양,천,4
양,철,8
양,첨,1
양,첩,2
양,초,5
양,촉,2
양,촌,2
양,총,1
양,추,1
양,축,2
양,춘,5
양,출,4
양,충,2
양,취,3
양,측,7
양,친,3
양,칠,3
양,침,1
양,칫,4
양,칭,1
양,코,1
양,콩,2
양,키,1
양,탄,2
양,탈,2
양,택,2
양,털,5
양,파,5
양,팔,1
양,패,2
양,편,5
양,평,3
양,포,5
양,표,1
양,품,3
양,필,1
양,핑,1
양,한,1
양,항,2
양,해,5
양,핵,1
양,향,3
양,혀,1
양,현,3
양,혈,3
양,협,2
양,혜,1
양,홍,1
양,황,1
양,회,5
양,횟,1
양,효,1
양,휘,3
양,히,3
양,뿌,1
양,섞,1
양,량,2
양,돌,1
양,불,2
양,잡,1
양,곽,1
양,영,2
양,내,1
양,숙,1
양,빛,1
양,에,2
양,을,1
양,쌓,1
양,알,1
양,카,1
양,흡,3
양,뽀,1
양,특,1
양,훈,1
양,같,2
양,썰,1
양,예,1
양,튐,1
양,길,1
톱,<EOS>,182
톱,잎,3
톱,물,5
톱,니,33
톱,날,23
톱,묶,1
톱,병,1
톱,지,10
톱,게,1
톱,기,5
톱,깃,3
톱,체,1
톱,할,3
톱,질,7
톱,풀,3
톱,꽃,1
톱,무,1
톱,나,2
톱,깎,1
톱,워,1
톱,이,3
톱,냥,1
톱,다,2
톱,돌,1
톱,밥,5
톱,벌,1
톱,사,1
톱,상,2
톱,싸,1
톱,쓸,1
톱,집,1
톱,코,1
톱,톱,3
톱,편,1
톱,스,3
톱,테,1
깡,충,23
깡,깡,6
깡,이,8
깡,치,4
깡,패,3
깡,<EOS>,85
깡,가,1
깡,그,4
깡,깜,1
깡,동,9
깡,둥,7
깡,떼,1
깡,똥,10
깡,뚱,8
깡,아,1
깡,운,1
깡,줄,1
깡,증,1
깡,지,2
깡,짱,7
깡,쫑,3
깡,쭝,7
깡,창,7
깡,총,4
깡,크,1
깡,탕,1
깡,탱,1
깡,텡,1
깡,통,2
깡,달,1
깡,딸,1
깡,생,1
깡,또,1
깡,다,2
깡,꿍,1
깡,기,1
깡,잘,1
깡,짤,1
깡,찰,1
늘,<EOS>,367
늘,다,7
늘,디,1
늘,라,1
늘,어,25
늘,죽,1
늘,소,74
늘,바,13
늘,사,8
늘,지,21
늘,이,10
늘,골,4
늘,버,2
늘,나,12
늘,고,4
늘,꽃,18
늘,구,2
늘,말,2
늘,새,1
늘,석,1
늘,우,2
늘,흰,1
늘,갓,2
늘,보,3
늘,봇,1
늘,개,2
늘,가,6
늘,같,1
늘,게,1
늘,그,5
늘,끼,1
늘,늘,2
늘,하,2
늘,히,1
늘,람,1
늘,름,8
늘,릅,1
늘,림,1
늘,메,1
늘,봄,1
늘,비,2
늘,썽,9
늘,씬,7
늘,옴,1
늘,음,2
늘,임,10
늘,쟁,1
늘,줄,1
늘,짱,1
늘,쩍,17
늘,쩡,9
늘,찐,6
늘,척,1
늘,치,9
늘,컹,8
늘,쿠,1
늘,크,2
늘,큰,9
늘,키,1
늘,팽,1
늘,펀,2
늘,푸,4
늘,품,1
늘,흿,2
늘,뜨,2
늘,만,1
늘,모,2
늘,밑,1
늘,잎,5
늘,종,3
늘,짠,1
늘,팅,1
늘,꼬,2
늘,꼴,1
늘,꽁,1
늘,꽂,1
늘,꿰,1
늘,끝,1
늘,대,2
늘,뜸,2
늘,띠,1
늘,베,1
늘,변,1
늘,뽑,1
늘,섬,1
늘,속,1
늘,손,1
늘,싹,1
늘,엉,1
늘,집,1
늘,털,3
늘,통,1
늘,틀,1
늘,껍,2
늘,딱,1
늘,얼,1
늘,쪽,1
늘,층,1
늘,칫,3
늘,증,1
늘,기,1
늘,아,1
늘,색,1
늘,내,1
늘,돔,2
늘,롱,1
늘,경,1
늘,과,1
늘,굽,1
늘,레,1
늘,문,1
늘,벼,1
늘,솟,1
늘,짝,8
늘,타,1
늘,핵,1
늘,흐,1
늘,용,1
늘,긴,1
짐,도,1
짐,<EOS>,345
짐,이,29
짐,새,1
짐,승,44
짐,짝,1
짐,작,26
짐,칸,3
짐,채,2
짐,하,3
짐,성,3
짐,배,1
짐,곁,3
짐,칙,1
짐,홈,1
짐,증,6
짐,견,1
짐,벵,1
짐,로,2
짐,모,2
짐,서,1
짐,식,1
짐,짓,5
짐,판,2
짐,흙,1
짐,함,16
짐,기,11
짐,결,2
짐,질,4
짐,품,2
짐,썰,1
짐,틀,2
짐,보,1
짐,치,4
짐,병,2
짐,세,1
짐,자,1
짐,뜨,1
짐,정,2
짐,률,2
짐,물,3
짐,운,1
짐,차,3
짐,길,1
짐,없,1
짐,흠,1
짐,퍽,1
짐,선,1
짐,츼,1
짐,개,1
짐,지,1
짐,법,1
짐,갈,1
짐,권,1
짐,나,1
짐,등,1
짐,량,1
짐,렬,1
짐,마,1
짐,무,2
짐,밀,3
짐,바,3
짐,박,2
짐,방,3
짐,벙,1
짐,부,2
짐,사,1
짐,살,3
짐,섬,1
짐,수,1
짐,스,1
짐,시,2
짐,실,4
짐,장,1
짐,재,1
짐,쟉,1
짐,주,1
짐,즉,1
짐,즛,1
짐,짐,2
짐,짜,1
짐,칫,1
짐,카,1
짐,거,1
짐,용,1
짐,형,1
짐,군,1
짐,균,1
죽,하,41
죽,<EOS>,1105
죽,갈,1
죽,거,16
죽,깍,1
죽,다,20
죽,단,1
죽,방,2
죽,붙,1
죽,선,2
죽,옷,2
죽,이,16
죽,주,2
죽,지,27
죽,음,41
죽,갉,1
죽,죽,40
죽,합,5
죽,신,11
죽,리,3
죽,전,2
죽,장,7
죽,긁,1
죽,성,1
죽,길,1
죽,스,9
죽,깐,1
죽,기,4
죽,깝,1
죽,깨,1
죽,꺽,1
죽,껍,1
죽,께,1
죽,시,1
죽,끈,2
죽,대,19
죽,팔,1
죽,납,2
죽,넓,2
죽,넙,1
죽,쟁,2
죽,위,1
죽,박,1
죽,나,2
죽,떠,1
죽,의,3
죽,헌,1
죽,탕,2
죽,백,4
죽,가,4
죽,뭇,1
죽,절,11
죽,뼈,1
죽,조,1
죽,코,1
죽,살,3
죽,약,3
죽,배,5
죽,문,6
죽,밴,2
죽,뱐,1
죽,번,2
죽,간,3
죽,립,1
죽,비,9
죽,빈,2
죽,빼,2
죽,뺀,1
죽,뺜,1
죽,뻔,1
죽,쀼,2
죽,삐,4
죽,삔,2
죽,곪,1
죽,밑,1
죽,금,1
죽,서,4
죽,임,3
죽,샐,2
죽,매,3
죽,실,3
죽,재,1
죽,쌜,2
죽,씨,2
죽,씰,1
죽,앍,2
죽,관,3
죽,쌀,1
죽,애,4
죽,야,5
죽,얄,4
죽,얘,4
죽,어,5
죽,억,2
죽,얽,1
죽,잖,2
죽,옴,1
죽,왜,1
죽,각,1
죽,부,4
죽,뿌,2
죽,우,1
죽,순,11
죽,움,1
죽,웨,1
죽,저,2
죽,익,1
죽,일,2
죽,검,1
죽,견,1
죽,계,4
죽,고,1
죽,공,2
죽,교,1
죽,굼,1
죽,궁,1
죽,궤,1
죽,근,1
죽,는,6
죽,담,1
죽,더,1
죽,데,1
죽,도,5
죽,동,1
죽,두,1
죽,등,1
죽,란,1
죽,람,1
죽,력,4
죽,련,1
죽,렴,1
죽,령,2
죽,로,1
죽,롱,1
죽,루,1
죽,림,8
죽,마,7
죽,목,1
죽,물,1
죽,미,2
죽,반,1
죽,밥,2
죽,벌,4
죽,사,3
죽,산,2
죽,상,1
죽,석,1
죽,세,1
죽,소,2
죽,속,1
죽,술,2
죽,식,3
죽,심,1
죽,암,1
죽,여,3
죽,염,1
죽,엽,7
죽,영,1
죽,외,1
죽,요,1
죽,원,1
죽,은,17
죽,을,7
죽,인,1
죽,자,1
죽,잠,1
죽,적,1
죽,점,1
죽,정,2
죽,젱,1
죽,졍,1
죽,질,1
죽,차,1
죽,창,1
죽,책,1
죽,척,1
죽,천,2
죽,첨,1
죽,청,2
죽,총,1
죽,취,1
죽,침,2
죽,태,1
죽,통,3
죽,파,1
죽,패,1
죽,편,1
죽,포,1
죽,풍,1
죽,피,3
죽,행,1
죽,황,2
죽,쥐,2
죽,버,1
죽,찌,1
죽,잎,1
죽,종,1
죽,짐,1
죽,낭,1
죽,땀,1
죽,할,2
죽,발,2
죽,해,2
죽,헤,3
죽,벽,1
죽,학,1
죽,흘,1
죽,히,3
늠,<EOS>,29
늠,교,1
늠,바,1
늠,베,1
늠,힘,1
늠,표,1
늠,굴,1
늠,길,4
늠,다,3
늠,보,1
늠,살,1
늠,몫,1
늠,질,1
늠,자,2
늠,고,1
늠,균,1
늠,그,1
늠,렬,3
늠,료,1
늠,률,2
늠,름,5
늠,봉,1
늠,생,1
늠,석,1
늠,속,1
늠,식,2
늠,실,8
늠,씰,6
늠,연,3
늠,옹,1
늠,외,2
늠,육,1
늠,입,1
늠,장,2
늠,전,1
늠,준,2
늠,진,2
늠,쩍,1
늠,창,1
늠,철,3
늠,추,1
늠,축,2
늠,포,1
늠,호,3
늠,황,1
늠,박,1
늠,하,1
값,<EOS>,200
값,같,1
값,없,1
값,전,2
값,조,1
값,문,2
값,주,2
값,산,1
값,함,2
값,가,1
값,각,1
값,소,1
값,의,2
값,방,1
좌,<EOS>,654
좌,표,62
좌,책,1
좌,배,3
좌,상,25
좌,장,3
좌,부,3
좌,도,3
좌,우,56
좌,창,6
좌,랑,2
좌,식,7
좌,사,15
좌,익,17
좌,파,3
좌,분,1
좌,지,12
좌,근,1
좌,명,3
좌,진,2
좌,여,1
좌,기,10
좌,평,11
좌,약,6
좌,매,1
좌,원,4
좌,씨,5
좌,석,9
좌,되,1
좌,하,5
좌,포,2
좌,수,9
좌,슈,1
좌,시,7
좌,주,2
좌,서,5
좌,거,4
좌,회,5
좌,고,8
좌,실,2
좌,선,10
좌,윤,2
좌,복,1
좌,승,2
좌,의,2
좌,문,2
좌,보,4
좌,빈,1
좌,찬,2
좌,필,1
좌,궁,4
좌,소,1
좌,구,2
좌,예,1
좌,망,2
좌,애,2
좌,어,2
좌,침,1
좌,욕,3
좌,절,7
좌,무,3
좌,왕,4
좌,전,4
좌,위,4
좌,이,7
좌,각,1
좌,강,3
좌,개,1
좌,객,1
좌,견,2
좌,경,13
좌,계,1
좌,골,4
좌,관,3
좌,국,2
좌,군,1
좌,굴,5
좌,권,1
좌,귀,1
좌,규,1
좌,금,1
좌,급,1
좌,긔,1
좌,내,2
좌,단,2
좌,담,3
좌,당,2
좌,대,1
좌,독,1
좌,돈,3
좌,두,1
좌,둑,1
좌,등,1
좌,라,1
좌,락,6
좌,례,1
좌,로,1
좌,론,1
좌,료,1
좌,르,16
좌,리,3
좌,립,1
좌,마,1
좌,막,1
좌,면,4
좌,목,1
좌,반,1
좌,방,5
좌,번,1
좌,법,1
좌,변,3
좌,병,1
좌,불,2
좌,산,4
좌,섬,2
좌,성,1
좌,순,1
좌,신,1
좌,아,2
좌,안,1
좌,업,1
좌,연,1
좌,열,2
좌,영,2
좌,옹,1
좌,와,3
좌,완,1
좌,월,1
좌,은,1
좌,임,2
좌,작,4
좌,재,2
좌,점,1
좌,정,4
좌,제,2
좌,조,3
좌,족,1
좌,종,1
좌,죄,2
좌,중,2
좌,증,1
좌,직,1
좌,질,1
좌,차,3
좌,참,2
좌,처,1
좌,척,1
좌,천,3
좌,철,1
좌,첨,2
좌,청,4
좌,초,3
좌,촌,1
좌,충,2
좌,측,5
좌,치,2
좌,칭,2
좌,탑,1
좌,태,1
좌,판,1
좌,패,1
좌,편,1
좌,품,2
좌,합,1
좌,해,2
좌,향,3
좌,험,1
좌,현,3
좌,협,1
좌,화,2
좌,흥,1
좌,일,1
좌,감,1
좌,유,1
좌,혹,2
질,<EOS>,3554
질,밥,2
질,리,52
질,동,3
질,뼈,2
질,밤,3
질,염,4
질,화,40
질,투,6
질,간,2
질,갑,1
질,골,4
질,구,13
질,르,11
질,성,5
질,키,1
